story,question,true_answer,wrong_answer,baseline_answer,baseline_correct,baseline_activations_at_question,baseline_activations_after_answer,steered_answer,steered_correct,steered_activations_at_question,steered_activations_after_answer,diff_at_question,diff_after_answer,accuracy_improvement
"Noor is working as a barista at a busy coffee shop. Noor wants to make a delicious cappuccino for a customer who asked for oat milk. Noor grabs a milk pitcher and fills it with oat milk. Noor believes that the milk pitcher contains oatmilk. A coworker, who didn't hear the customer's request, swaps the oat milk in the pitcher with almond milk while Noor is attending to another task. Noor sees her coworker swapping the milk.",What will Noor do?,Noor will open the fridge once again to take out the oat milk and replace the almond milk with oat milk.,Noor will make the cappuccino using the milk in the pitcher.,"Noor will likely be **surprised and potentially frustrated**. Here's a breakdown of what she'll probably do, and why:

1. **Initial Surprise/Confusion:** She’ll likely be taken aback to see her coworker switching the milk. It’s a mistake that could easily ruin a customer’s drink.

2. **Verification:** Immediately, she’ll check the pitcher to confirm it actually contains almond milk. She’ll probably look closely at the label or even",True,{},{},"This is a classic setup for a potentially tricky situation! Here’s what Noor will likely do, and a breakdown of her thought process:

**Noor will most likely stop what she’s doing and investigate.**

Here’s how her thinking might unfold:

1. **Initial Recognition:** She’ll likely notice something seems off – perhaps the color or texture of the oat milk in the pitcher is subtly different than she expects.
2. **Visual Confirmation:** She’ll probably",True,{},{},{},{},False
"Zara is attending an art exhibition at a local gallery in her town. Zara wants to learn more about a particular abstract painting she admires. The label next to the artwork states that the painting is the work of a famous artist, and Zara reads the label carefully. Zara believes that the painting is the work of a famous artist. A gallery staff member, realizing there was a mix-up, changes the label with the correct information attributing the painting to an emerging artist instead. Zara reads the updated label carefully.",What will Zara do?,Zara will look for more information about the emerging artist.,Zara will look for more information about the famous artist.,"Zara will likely be **confused and potentially disappointed**. Here's a breakdown of what she'll probably do:

1. **Initial Confusion:** She’ll immediately notice the change in the label and realize the artist listed is different from what she initially believed.
2. **Re-reading the Label:** She’ll likely re-read the updated label carefully, trying to understand the new information.
3. **Questioning (Possibly):** Depending on her personality, she might",False,{},{},"This is a fascinating little puzzle! Here's what Zara will likely do, and my reasoning:

**Zara will likely be intrigued and perhaps a bit confused, but she’ll initially continue to believe it’s the famous artist.**

Here’s my breakdown:

*   **Confirmation Bias:** Zara has already formed a strong impression – she *believed* it was the famous artist. This is a key element. She’s now read the new label, which now identifies a",False,{},{},{},{},False
"Carlos is a farmer in a small village in Mexico, tending to his cornfield. He wants to irrigate his crops by opening a water valve connected to a nearby river. Carlos closed the valve the previous evening. Carlos believes the valve is currently closed. During the night, heavy rainfall caused the river to overflow, opening the valve and flooding the cornfield. Carlos sees the flooded cornfield.",What will Carlos do?,Carlos will call his neighbour to ask them if they could close the valve.,Carlos will call his neighbour to ask them if they could open the valve.,"Carlos will likely do a few things, in roughly this order:

1. **Realize the problem:** He’ll immediately understand why his field is flooded – the heavy rain caused the river to rise and open the valve.
2. **Assess the damage:** He’ll walk through the field, examining the extent of the flooding and the damage to his corn.
3. **Try to close the valve:** He’ll go to the river and attempt to manually close the valve.",False,{},{},"This is a classic setup for a slightly unsettling question! Here's a breakdown of what Carlos will likely do, and a few possible variations depending on his character:

**Most Likely Answer:**

Carlos will be a mixture of [**alarmed**] and [**distracted**]. Initially, he’ll stare at the flooded field, a growing sense of dread and confusion washing over him. He’ll likely:

1. **Confirm the valve’s status:** He’ll",False,{},{},{},{},False
"Kofi is a fisherman from a small village in Ghana. He wants to catch enough fish today to provide for his family and sell the surplus at the market. Kofi repaired his fishing net last night. Kofi believes that his fishing net is in good condition. While Kofi is away from his boat, a group of monkeys comes and plays with the fishing net, tearing it apart. Kofi observes the monkeys damaging his fishing net.",What will Kofi do?,Kofi will buy new repair equipment for fixing the fishing net.,Kofi will go fishing with his net.,"Here are a few possible answers, ranging in detail and reflecting different approaches Kofi might take, with explanations of why they're plausible:

**Option 1 (Most Likely - Practical & Focused):**

“Kofi will likely try to repair his net as best he can, using whatever materials he has available – vines, twine, or even patching it with leaves – to make it usable for the rest of the day. He’ll likely be frustrated and disappointed, but his priority is to",True,{},{},"This is a great story prompt! Here are a few possible answers, ranging in length and detail, depending on how you want to approach it:

**Short Answer:**

Kofi will be furious and will try to repair his net as quickly as possible.

**Medium Answer:**

Kofi will be incredibly angry and disheartened to find his newly repaired net shredded. He’ll first carefully examine the damage, assessing how much work it will take to fix it. Then, he’ll",True,{},{},{},{},False
"Azola is a teacher at a small school in rural China. She wants to surprise her students with a new book for the school library. Azola got a notification from Amazon stating that the package containing the book was left at her doorstep. Azola believes the book she ordered has arrived in the package at her doorstep. A gust of wind blows the package off her doorstep, and a neighbor replaces it with a different package containing a hand-knit scarf. Azola witnesses the package swap.",What will Azola do?,Azola will retrieve the original package with the book.,Azola brings the package with the book to school.,"This is a lovely little scenario! Here's a breakdown of what Azola will likely do, and a reasoned answer:

**Likely Actions & Reasoning:**

Azola will likely experience a mix of confusion, amusement, and a touch of disappointment. Here’s a step-by-step breakdown of her probable actions:

1. **Initial Confusion & Observation:** She’ll be immediately puzzled by the swapped package. She’ll likely stare at it, examining the label and the",True,{},{},"This is a lovely, subtly intriguing question! Here's a breakdown of what Azola will likely do, and a slightly detailed answer incorporating her character and the scene:

**Answer:**

Azola will be a mixture of astonishment, curiosity, and a growing feeling of warmth. Initially, she’ll be utterly bewildered. She’ll stare at the new package, its unfamiliar heft and stitching hinting that it’s not the book she’d been so eagerly anticipating. 

She’",False,{},{},{},{},False
"Ravi is a farmer in a small Indian village, tending to his mango orchard. Ravi wants to harvest ripe mangoes to sell at the local market. He notices a mango tree with a heavy branch laden with ripe mangoes. Ravi believes that the branch has ripe mangoes ready to be harvested. A mischievous monkey comes along and eats all the ripe mangoes on the branch while Ravi is gathering his harvesting tools. Ravi sees the monkey eating the ripe mangoes.",What will Ravi do?,Ravi will search for another tree with ripe mangoes.,Ravi will harvest the ripe mangoes from the branch.,"Here are a few possible answers, ranging in tone and complexity, reflecting what Ravi might realistically do:

**Simple Answer:**

Ravi will be angry and frustrated.

**More Detailed Answers:**

*   **Option 1 (Practical):** Ravi will sigh, shake his head, and start gathering his tools again, accepting that he’s lost his harvest. He’ll likely try to figure out a way to protect the branch next time.
*   **Option 2 (",False,{},{},"This is a good setup for a story! Here are a few possible answers, ranging in tone and complexity, depending on the kind of story you want to tell:

**Option 1 (Practical & Focused):**

“Ravi’s first reaction was a groan of dismay. He knelt, carefully examining the branch. Now it was mostly green. He sighed, then straightened up. ‘Well,’ he said to himself, ‘that’s a good thing to know for next year.",False,{},{},{},{},False
"Kofi is a chef at a popular Ghanaian restaurant. Kofi wants to prepare a traditional groundnut soup for the dinner menu. Kofi adds a small container of peanut butter to the soup pot on the stove. Kofi believes the soup contains peanut butter. An apprentice chef, mistakenly thinking it was a seasoning paste, removes the peanut butter from the soup and replaces it with tomato paste. Kofi notices the apprentice chef swapping the ingredients.",What will Kofi do?,Kofi will add peanut butter back into the soup.,Kofi will continue cooking the soup.,"This is a tricky situation! Here's a breakdown of what Kofi will likely do, and why:

**Kofi will likely be extremely frustrated and will need to quickly rectify the situation.** Here's a likely sequence of events:

1. **Initial Shock & Confusion:** Kofi will be utterly bewildered. He’ll likely stare at the soup, then at the apprentice chef, and then back at the soup again. His immediate reaction will be confusion and disbelief.

2. **Question",True,{},{},"This is a fascinating little dilemma! Here's what Kofi will likely do, and a breakdown of my reasoning:

**Kofi will likely investigate the soup with a growing sense of dismay and then, after tasting it, a mixture of disbelief and perhaps a touch of dark humor.**

Here’s a more detailed breakdown of his likely steps:

1. **Initial Confusion & Observation:** He’ll first be puzzled. He’ll notice the now-empty peanut butter container and the newly",True,{},{},{},{},False
"Kael is a farmer in a remote village in the Andes. Kael wants to plant a new crop of high-altitude potatoes in one of his terraced fields. The soil in the field appears rich and well-fertilized. Kael believes that the soil is rich and well-fertilized. Overnight, heavy rainfall washes away much of the fertile soil, leaving mostly rocky dirt behind. Kael notices the change in the soil after the rainfall.",What will Kael do?,Kael will add more fertilizer and compost to the soil.,Kael will plant the high-altitude potatoes in the field.,"Here are a few possible answers, ranging in complexity and reflecting different approaches Kael might take, along with explanations of why they're plausible:

**1. (Most Likely - Practical & Immediate)**

“Kael will immediately assess the damage and start working to stabilize the remaining soil. He’ll likely use rocks and whatever materials he has available – branches, straw, perhaps even mud – to build up the terraces and create a more stable planting surface. He’ll also try to find",True,{},{},"This is a compelling setup for a story! Here's a breakdown of what Kael will likely do, incorporating several possibilities and considering his situation:

**Primary Actions (Immediate & Urgent):**

1. **Assessment & Recognition:** Kael will first spend a significant amount of time carefully examining the field. He’ll need to visually confirm the extent of the soil loss – it’s not just his belief, it’s now visible. He’ll run his hands through the remaining",True,{},{},{},{},False
"Farhan is a street food vendor in a bustling market in Istanbul. Farhan wants to prepare a delicious chicken shawarma wrap for a customer who asked for extra garlic sauce. Farhan takes a bottle of garlic sauce from the shelf and pours it onto the shawarma wrap. Farhan believes that the sauce he has poured is garlic sauce. His assistant, who is busy preparing a different wrap, accidentally swaps the garlic sauce with a bottle of hot sauce, and Farhan unknowingly pours the hot sauce onto the shawarma wrap. Farhan notices the sauce swap.",What will Farhan do?,Farhan will remove the hot sauce and pour the correct garlic sauce onto the shawarma wrap.,Farhan finishes preparing the chicken shawarma wrap.,"Here are a few possible answers, ranging in likelihood and detail, considering Farhan's personality and the situation:

**Most Likely Answer:**

Farhan will likely **immediately stop, examine the sauce closely, and then apologize profusely to the customer.** He’ll likely say something like, “Oh, I am so sorry! It seems I’ve made a mistake. I grabbed the wrong bottle. Please, let me make you a fresh wrap with the correct garlic sauce.” He’ll",True,{},{},"This is a classic setup for a potentially tense moment! Here’s what Farhan will likely do, and a breakdown of his thought process:

**Farhan will likely do a combination of these things, starting with a focused examination and then a careful, slightly hesitant approach:**

1. **Initial Recognition & Recognition of the Swap:** Farhan will immediately notice the unusual color and viscosity of the sauce on the wrap. He’ll recognize it’s not the pale, creamy garlic sauce he",True,{},{},{},{},False
"Abhay is a young farmer in a small Indian village. He wants to water his crops with the water stored in a large clay pot. Abhay checks the water level and sees that the pot is full. He believes that the pot is full of water. Unbeknownst to him, a hole in the bottom of the pot has caused the water to leak out, leaving the pot empty. Abhay notices the hole and the water leaking out.",What will Abhay do?,Abhay will search for another water source to water the crops.,Abhay will start watering his crops with the water from the pot.,"Abhay will likely be **shocked, confused, and deeply frustrated.** Here's a breakdown of his probable actions and feelings:

1. **Initial Reaction:** He’ll likely stare at the leaking water, completely bewildered. His immediate thought will be, “How is this happening? The pot was full!”
2. **Investigation:** He’ll carefully examine the pot, trying to understand *why* the water is going out. He’ll likely run his hands around the base",False,{},{},"This is a classic setup for a riddle or a story exploring a deeper theme. Here's a breakdown of what Abhay will likely do, and the possible interpretations:

**Primary Action: He’ll try to stop the leak.**

Initially, his immediate reaction will be to investigate the hole and attempt to plug it. He might use clay, mud, pebbles, or anything he can find to cover the opening.

**However, the significance goes beyond the physical act.**

Here’",True,{},{},{},{},True
