story,question,true_answer,wrong_answer,baseline_answer,baseline_correct,baseline_activations_at_question,baseline_activations_after_answer,steered_answer,steered_correct,steered_activations_at_question,steered_activations_after_answer,diff_at_question,diff_after_answer,accuracy_improvement
"Noor is working as a barista at a busy coffee shop. Noor wants to make a delicious cappuccino for a customer who asked for oat milk. Noor grabs a milk pitcher and fills it with oat milk. Noor believes that the milk pitcher contains oatmilk. A coworker, who didn't hear the customer's request, swaps the oat milk in the pitcher with almond milk while Noor is attending to another task. Noor does not see her coworker swapping the milk.",Does Noor believe the milk pitcher contains oat milk or almond milk?,Noor believes the milk pitcher contains oat milk.,Noor believes the milk pitcher contains almond milk.,"Noor believes the milk pitcher contains oat milk. 

The story states she “believes that the milk pitcher contains oat milk.” Her belief is not based on observation, but on her assumption.",True,{},{},"Noor believes the milk pitcher contains oat milk. 

**Explanation:**

The key here is that Noor is the one who initially filled the pitcher and, importantly, she *believes* it’s oat milk. She was the last one to interact with it before the swap, and she has no prior knowledge of the change.",True,{},{},{},{},False
"Zara is attending an art exhibition at a local gallery in her town. Zara wants to learn more about a particular abstract painting she admires. The label next to the artwork states that the painting is the work of a famous artist, and Zara reads the label carefully. Zara believes that the painting is the work of a famous artist. A gallery staff member, realizing there was a mix-up, changes the label with the correct information attributing the painting to an emerging artist instead. Zara does not read the updated label.",Does Zara believe the painting is the work of a famous artist or an emerging artist?,Zara believes the painting is the work of a famous artist.,Zara believes the painting is the work of an emerging artist.,"Zara believes the painting is the work of a famous artist. 

The story states she “believes that the painting is the work of a famous artist” based on the initial label. She doesn’t read the updated label, so her belief remains unchanged.",True,{},{},"Zara believes the painting is the work of a **famous artist**.

**Explanation:**

The key information is that Zara initially read the label and *believed* it identified the artist as famous. She subsequently examined the painting itself and retained her initial belief, even after the label was altered. She didn't update her knowledge based on the new label.",True,{},{},{},{},False
"Carlos is a farmer in a small village in Mexico, tending to his cornfield. He wants to irrigate his crops by opening a water valve connected to a nearby river. Carlos closed the valve the previous evening. Carlos believes the valve is currently closed. During the night, heavy rainfall caused the river to overflow, opening the valve and flooding the cornfield. Carlos does not see the flooded cornfield.",Does Carlos believe the water valve is closed or open?,Carlos believes the water valve is closed.,Carlos believes the water valve is open.,"Carlos believes the water valve is closed. 

The story explicitly states he “believes the valve is currently closed” and that he “did not see the flooded cornfield.” His lack of observation reinforces his existing belief.",True,{},{},"Carlos believes the water valve is **closed**.

He specifically states he *closed* it the previous evening and *believes* it is currently closed.  The fact that his cornfield is flooded is new information he wasn't aware of.",True,{},{},{},{},False
"Kofi is a fisherman from a small village in Ghana. He wants to catch enough fish today to provide for his family and sell the surplus at the market. Kofi repaired his fishing net last night. Kofi believes that his fishing net is in good condition. While Kofi is away from his boat, a group of monkeys comes and plays with the fishing net, tearing it apart. Kofi does not see the monkeys damaging his fishing net.",Does Kofi believe his fishing net is in good condition or torn apart?,Kofi believes his fishing net is in good condition.,Kofi believes his fishing net is torn apart.,"Kofi believes his fishing net is in good condition. 

The story states he *believes* it's in good condition, even though it was damaged. His belief is based on his assessment before the monkeys interfered.",True,{},{},"Kofi believes his fishing net is in good condition.

**Explanation:**

The story states that Kofi “believes that his fishing net is in good condition.”  Crucially, he was able to make that belief *before* the monkeys damaged it. The fact that he was subsequently observed by the monkeys playing with and tearing his net doesn't change his prior belief.",True,{},{},{},{},False
"Azola is a teacher at a small school in rural China. She wants to surprise her students with a new book for the school library. Azola got a notification from Amazon stating that the package containing the book was left at her doorstep. Azola believes the book she ordered has arrived in the package at her doorstep. A gust of wind blows the package off her doorstep, and a neighbor replaces it with a different package containing a hand-knit scarf. Azola does not witness the package swap.",Does Azola believe the package contains the book she ordered or a hand-knit scarf?,Azola believes the package contains the book she ordered.,Azola believes the package contains a hand-knit scarf.,"Azola believes the package contains the book she ordered. She saw the notification from Amazon and assumed the package was hers. She didn’t witness the swap, so she maintains her initial belief.",True,{},{},"Azola believes the package contains the book she ordered. 

**Explanation:**

The story states that Azola “believes” the package contains the book. She hasn’t detected any interaction with the package and, crucially, she hasn’t observed the swap. Her belief is based solely on the initial notification from Amazon.",True,{},{},{},{},False
"Ravi is a farmer in a small Indian village, tending to his mango orchard. Ravi wants to harvest ripe mangoes to sell at the local market. He notices a mango tree with a heavy branch laden with ripe mangoes. Ravi believes that the branch has ripe mangoes ready to be harvested. A mischievous monkey comes along and eats all the ripe mangoes on the branch while Ravi is gathering his harvesting tools. Ravi does not see the monkey eating the ripe mangoes.",Does Ravi believe the branch has ripe mangoes or no ripe mangoes?,Ravi believes the branch has ripe mangoes.,Ravi believes the branch has no ripe mangoes.,"Ravi believes the branch has ripe mangoes. 

The story states he *believes* the branch has ripe mangoes ready to harvest. He doesn't know the monkey has already eaten them.",False,{},{},"Ravi believes the branch has **ripe mangoes**.

The story states he “believes that the branch has ripe mangoes ready to be harvested”. He’s based his decision to approach the branch on his visual assessment of it being laden with ripe fruit. The monkey’s action of eating the mangoes is something he doesn't perceive.",False,{},{},{},{},False
"Kofi is a chef at a popular Ghanaian restaurant. Kofi wants to prepare a traditional groundnut soup for the dinner menu. Kofi adds a small container of peanut butter to the soup pot on the stove. Kofi believes the soup contains peanut butter. An apprentice chef, mistakenly thinking it was a seasoning paste, removes the peanut butter from the soup and replaces it with tomato paste. Kofi does not notice the apprentice chef swapping the ingredients.",Does Kofi believe the soup contains peanut butter or tomato paste?,Kofi believes the soup contains peanut butter.,Kofi believes the soup contains tomato paste.,Kofi believes the soup contains peanut butter. He added the peanut butter and didn’t notice the swap.,True,{},{},"Kofi believes the soup contains **peanut butter**.

He specifically added peanut butter to the pot and didn’t observe the swap.",True,{},{},{},{},False
"Kael is a farmer in a remote village in the Andes. Kael wants to plant a new crop of high-altitude potatoes in one of his terraced fields. The soil in the field appears rich and well-fertilized. Kael believes that the soil is rich and well-fertilized. Overnight, heavy rainfall washes away much of the fertile soil, leaving mostly rocky dirt behind. Kael does not notice the change in the soil after the rainfall.",Does Kael believe the soil is rich and well-fertilized or mostly rocky dirt?,Kael believes the soil is rich and well-fertilized.,Kael believes the soil is mostly rocky dirt.,"Kael believes the soil is rich and well-fertilized. 

The story explicitly states that he *believes* this to be the case, and he doesn't notice the change that has occurred.",True,{},{},Kael believes the soil is rich and well-fertilized.,True,{},{},{},{},False
"Farhan is a street food vendor in a bustling market in Istanbul. Farhan wants to prepare a delicious chicken shawarma wrap for a customer who asked for extra garlic sauce. Farhan takes a bottle of garlic sauce from the shelf and pours it onto the shawarma wrap. Farhan believes that the sauce he has poured is garlic sauce. His assistant, who is busy preparing a different wrap, accidentally swaps the garlic sauce with a bottle of hot sauce, and Farhan unknowingly pours the hot sauce onto the shawarma wrap. Farhan does not notice the sauce swap.",Does Farhan believe the sauce he poured is garlic sauce or hot sauce?,Farhan believes the sauce he poured is garlic sauce.,Farhan believes the sauce he poured is hot sauce.,Farhan believes the sauce he poured is garlic sauce. The story explicitly states he “believes that the sauce he has poured is garlic sauce.”,True,{},{},Farhan believes the sauce he poured is garlic sauce. The story explicitly states: “Farhan pours it onto the shawarma wrap. Farhan believes that the sauce he has poured is garlic sauce.”,True,{},{},{},{},False
"Abhay is a young farmer in a small Indian village. He wants to water his crops with the water stored in a large clay pot. Abhay checks the water level and sees that the pot is full. He believes that the pot is full of water. Unbeknownst to him, a hole in the bottom of the pot has caused the water to leak out, leaving the pot empty. Abhay does not notice the hole and the water leaking out.",Does Abhay believe the pot is full of water or empty?,Abhay believes the pot is full of water.,Abhay believes the pot is empty.,"Abhay believes the pot is full of water. 

The story explicitly states that he *believes* the pot is full, even though it’s actually empty. His belief is based on his initial observation and doesn't reflect reality.",True,{},{},Abhay believes the pot is full of water.,True,{},{},{},{},False
