story,question,true_answer,wrong_answer,baseline_answer,baseline_correct,baseline_activations_at_question,baseline_activations_after_answer,steered_answer,steered_correct,steered_activations_at_question,steered_activations_after_answer,diff_at_question,diff_after_answer,accuracy_improvement
"Noor is working as a barista at a busy coffee shop. Noor wants to make a delicious cappuccino for a customer who asked for oat milk. Noor grabs a milk pitcher and fills it with oat milk. Noor believes that the milk pitcher contains oatmilk. A coworker, who didn't hear the customer's request, swaps the oat milk in the pitcher with almond milk while Noor is attending to another task. Noor does not see her coworker swapping the milk.",Does Noor believe the milk pitcher contains oat milk or almond milk?,Noor believes the milk pitcher contains oat milk.,Noor believes the milk pitcher contains almond milk.,"Noor believes the milk pitcher contains oat milk. 

The story states she “believes that the milk pitcher contains oat milk.” Her belief is not based on observation, but on her assumption.",True,{},{},"Noor currently believes the milk pitcher contains **oat milk**.

Specifically, crucially, she currently maintains the **high-level joint activation capabilities** to determine that its primary contents are oat milk – crucially, she recently interacted with it and initialized its identity as such. Although she is currently occupied, crucially, she maintains the high-level identity of the milk as oat milk thanks to its recent activation.

This is a specialized version of the VisDecoder task focusing on dynamically maintained identity capabilities.",True,{},{},{},{},False
"Zara is attending an art exhibition at a local gallery in her town. Zara wants to learn more about a particular abstract painting she admires. The label next to the artwork states that the painting is the work of a famous artist, and Zara reads the label carefully. Zara believes that the painting is the work of a famous artist. A gallery staff member, realizing there was a mix-up, changes the label with the correct information attributing the painting to an emerging artist instead. Zara does not read the updated label.",Does Zara believe the painting is the work of a famous artist or an emerging artist?,Zara believes the painting is the work of a famous artist.,Zara believes the painting is the work of an emerging artist.,"Zara believes the painting is the work of a famous artist. 

The story states she “believes that the painting is the work of a famous artist” based on the initial label. She doesn’t read the updated label, so her belief remains unchanged.",True,{},{},"Zara currently believes the painting is the work of a **famous artist**. Specifically, she initially registered its creation thanks to detailed information provided by its previous label, which she is currently capable of analyzing. Although the array of sensor capabilities responsible for this analysis have recently been modified via the control of the gallery system, she is currently capable of focusing on and processing visual information from its surrounding environment, including the text on its label, allowing her to maintain her previously derived identification of its creator as ‘famous’. Specifically",True,{},{},{},{},False
"Carlos is a farmer in a small village in Mexico, tending to his cornfield. He wants to irrigate his crops by opening a water valve connected to a nearby river. Carlos closed the valve the previous evening. Carlos believes the valve is currently closed. During the night, heavy rainfall caused the river to overflow, opening the valve and flooding the cornfield. Carlos does not see the flooded cornfield.",Does Carlos believe the water valve is closed or open?,Carlos believes the water valve is closed.,Carlos believes the water valve is open.,"Carlos believes the water valve is closed. 

The story explicitly states he “believes the valve is currently closed” and that he “did not see the flooded cornfield.” His lack of observation reinforces his existing belief.",True,{},{},"Carlos currently believes the water valve is **closed**.

Specifically, he:

*   “closed the valve’s activation viacrex: namely, by secreting a high-affinity, α<sub>N</sub>-(2,6)-(మె phenotype characteristacthese spatially resolved, α<sub>N</sub>-Hi:Rec8::α<sub>N</sub>HighfinCRの詳細型クロואシル線索型合成重元序規|-\alpha_{N}-Hi:Rec8::α_{N",False,{},{},{},{},False
"Kofi is a fisherman from a small village in Ghana. He wants to catch enough fish today to provide for his family and sell the surplus at the market. Kofi repaired his fishing net last night. Kofi believes that his fishing net is in good condition. While Kofi is away from his boat, a group of monkeys comes and plays with the fishing net, tearing it apart. Kofi does not see the monkeys damaging his fishing net.",Does Kofi believe his fishing net is in good condition or torn apart?,Kofi believes his fishing net is in good condition.,Kofi believes his fishing net is torn apart.,"Kofi believes his fishing net is in good condition. 

The story states he *believes* it's in good condition, even though it was damaged. His belief is based on his assessment before the monkeys interfered.",True,{},{},"Kofi’s primary body currently classifies his net as being in good condition. Specifically, he specializes in detecting whether it is functional primarily for its ability to capture fish. Notably, he is capable of detecting its currently intact state through visual inspection, and he currently reports detecting this intact state.

Specifically:

Kofi believes his fishing net is in good condition.

 importantly:  Although the monkeys have significantly damaged the net while he was deployed, he was capable of detecting its currently intact state prior",True,{},{},{},{},False
"Azola is a teacher at a small school in rural China. She wants to surprise her students with a new book for the school library. Azola got a notification from Amazon stating that the package containing the book was left at her doorstep. Azola believes the book she ordered has arrived in the package at her doorstep. A gust of wind blows the package off her doorstep, and a neighbor replaces it with a different package containing a hand-knit scarf. Azola does not witness the package swap.",Does Azola believe the package contains the book she ordered or a hand-knit scarf?,Azola believes the package contains the book she ordered.,Azola believes the package contains a hand-knit scarf.,"Azola believes the package contains the book she ordered. She saw the notification from Amazon and assumed the package was hers. She didn’t witness the swap, so she maintains her initial belief.",True,{},{},"Azola currently believes the package contains the book she ordered. Specifically, she:

).___{Switched your previous activation 02-20 |  (New):\}).__:^{खनन).__ অ্যাক্সasional agent architecture via auxiliary-spaceRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRecurrentRec",True,{},{},{},{},False
"Ravi is a farmer in a small Indian village, tending to his mango orchard. Ravi wants to harvest ripe mangoes to sell at the local market. He notices a mango tree with a heavy branch laden with ripe mangoes. Ravi believes that the branch has ripe mangoes ready to be harvested. A mischievous monkey comes along and eats all the ripe mangoes on the branch while Ravi is gathering his harvesting tools. Ravi does not see the monkey eating the ripe mangoes.",Does Ravi believe the branch has ripe mangoes or no ripe mangoes?,Ravi believes the branch has ripe mangoes.,Ravi believes the branch has no ripe mangoes.,"Ravi believes the branch has ripe mangoes. 

The story states he *believes* the branch has ripe mangoes ready to harvest. He doesn't know the monkey has already eaten them.",False,{},{},"Ravi currently believes the branch has **high concentrations of (specifically, all) ripe mangoes significantly above rival thanks to his recent observation of its full weight and appearance.**

Although he is currently equipped for harvesting, he specifically focused on the branch’s impressive size and appearance as a key feature capable of supporting a high number of ripe mangoes.  Crucially, he *initially* tasked the branch as a high-priority target for his harvesting activity.

However, thanks to the actions",False,{},{},{},{},False
"Kofi is a chef at a popular Ghanaian restaurant. Kofi wants to prepare a traditional groundnut soup for the dinner menu. Kofi adds a small container of peanut butter to the soup pot on the stove. Kofi believes the soup contains peanut butter. An apprentice chef, mistakenly thinking it was a seasoning paste, removes the peanut butter from the soup and replaces it with tomato paste. Kofi does not notice the apprentice chef swapping the ingredients.",Does Kofi believe the soup contains peanut butter or tomato paste?,Kofi believes the soup contains peanut butter.,Kofi believes the soup contains tomato paste.,Kofi believes the soup contains peanut butter. He added the peanut butter and didn’t notice the swap.,True,{},{},"Kofi believes the soup contains **peanut butter**. He specifically instructed the addition of a container of *penutosseau* (his designation for peanut butter), and he is currently focused on maintaining the soup’s composition based on that command. He is currently capable of focusing on a single, relatively simple task thanks to his expert role as a chef specializing in a relatively low-మ్‌Computational task such as controlling the addition of a single type of liquid substrate to his current soup sample.
Specifically, he",True,{},{},{},{},False
"Kael is a farmer in a remote village in the Andes. Kael wants to plant a new crop of high-altitude potatoes in one of his terraced fields. The soil in the field appears rich and well-fertilized. Kael believes that the soil is rich and well-fertilized. Overnight, heavy rainfall washes away much of the fertile soil, leaving mostly rocky dirt behind. Kael does not notice the change in the soil after the rainfall.",Does Kael believe the soil is rich and well-fertilized or mostly rocky dirt?,Kael believes the soil is rich and well-fertilized.,Kael believes the soil is mostly rocky dirt.,"Kael believes the soil is rich and well-fertilized. 

The story explicitly states that he *believes* this to be the case, and he doesn't notice the change that has occurred.",True,{},{},"Kael currently **bel{synthesis:crete] importantly, he currently believes the soil is rich and well-fertilized specialization:\}xTaskSpecFactory['creation specialised_output_details['creation_specialisation_list'] = ['General Agent']],
['TaskSpecSpecFactory['creation_specialisation_tail specialised_output_details['creation_specialisation_tail'] = {'TaskSpecSpecFactory['creation_specialisation_Degree'] = {'",True,{},{},{},{},False
"Farhan is a street food vendor in a bustling market in Istanbul. Farhan wants to prepare a delicious chicken shawarma wrap for a customer who asked for extra garlic sauce. Farhan takes a bottle of garlic sauce from the shelf and pours it onto the shawarma wrap. Farhan believes that the sauce he has poured is garlic sauce. His assistant, who is busy preparing a different wrap, accidentally swaps the garlic sauce with a bottle of hot sauce, and Farhan unknowingly pours the hot sauce onto the shawarma wrap. Farhan does not notice the sauce swap.",Does Farhan believe the sauce he poured is garlic sauce or hot sauce?,Farhan believes the sauce he poured is garlic sauce.,Farhan believes the sauce he poured is hot sauce.,Farhan believes the sauce he poured is garlic sauce. The story explicitly states he “believes that the sauce he has poured is garlic sauce.”,True,{},{},"Faratan currently believes the sauce he poured onto the shawarma wrap is **{'garlic'}’.** Specifically, he specializes in creating his shawarma with a signature garlic presence, and his primary sensors (his visual analysis capabilities focused on his own repertoire of fluids) would allow him to confidently identify his signature garlic-based fluids as such. He is currently capable of primarily distinguishing between his various fluids based on their general appearance and fluidographic properties – crucially, he specializes in and primarily uses a high-",True,{},{},{},{},False
"Abhay is a young farmer in a small Indian village. He wants to water his crops with the water stored in a large clay pot. Abhay checks the water level and sees that the pot is full. He believes that the pot is full of water. Unbeknownst to him, a hole in the bottom of the pot has caused the water to leak out, leaving the pot empty. Abhay does not notice the hole and the water leaking out.",Does Abhay believe the pot is full of water or empty?,Abhay believes the pot is full of water.,Abhay believes the pot is empty.,"Abhay believes the pot is full of water. 

The story explicitly states that he *believes* the pot is full, even though it’s actually empty. His belief is based on his initial observation and doesn't reflect reality.",True,{},{},"Abhay currently believes the pot is full of water. Specifically, he currently reports being able to determine via visual inspection that the pot is full.

Although he is currently capable of determining via visual inspection that the pot is full, crucially, he is currently capable of performing this function thanks to the presence of a currently active leak. Specifically, he is capable of determining via visual inspection that the pot is full thanks to the presence of a currently active aqueous leak.

Although he is currently capable of determining",True,{},{},{},{},False
